,RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer,Date,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Crime Count,Offense_cat,cluster
22,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
23,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
24,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
25,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
26,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
27,2,Shots Fired/Illegal Hunting,202500023699,600.0,10 1/2 ST NW,CPD,2025-07-08 20:48:27+00:00,16,"Curry, Brian",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
28,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
29,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
30,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
31,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
32,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
33,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
34,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
35,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
36,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
37,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
38,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
39,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
40,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
41,3,Sex Offense - Forcible Sodomy,202500023694,200.0,2ND ST NW,CPD,2025-07-08 20:35:32+00:00,16,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
42,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
43,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
44,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
45,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
46,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
47,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
48,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
49,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
50,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
51,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
52,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
53,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
54,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
55,4,Vandalism,202500023691,1100.0,E MARKET ST,CPD,2025-07-08 20:22:29+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
56,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
57,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
58,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
59,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
60,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
61,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
62,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
63,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
64,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
65,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
66,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
67,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
68,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
69,5,Larceny - Shoplifitng,202500023686,500.0,W MAIN ST,CPD,2025-07-08 20:12:33+00:00,16,"Benbow, Lauren",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
70,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
71,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
72,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
73,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
74,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
75,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
76,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
77,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
78,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
79,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
80,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
81,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
82,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
83,6,Assault Simple,202500023674,700.0,"MONTICELLO AVE, C",CPD,2025-07-08 17:52:45+00:00,13,"Jones, Mark",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
84,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
85,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
86,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
87,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
88,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
89,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
90,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
91,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
92,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
93,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
94,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
95,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Motor Vehicle/Traffic,4
96,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
97,7,Narcotics,202500023670,1200.0,AVON ST,CPD,2025-07-08 17:15:12+00:00,13,"Lowry, Ryan",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
98,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Mental Health/Welfare,2
99,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Weapon Offenses,2
100,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
101,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Property Damage,2
102,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
103,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Assault & Violent Crime,3
104,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Narcotics/Drug Offenses,2
105,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
106,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
107,8,Larceny - Shoplifitng,202500023651,400.0,E MARKET ST,CPD,2025-07-08 14:47:12+00:00,10,"O'Briant, Landon",2025-07-08,2025-07-08,26.7,22.8,33.3,0.8,,,7.2,,1016.3,,14.0,Theft & Larceny,1
